step,type,description,transparency,agents,value,action,reason,wage,worker_id,target_id,source
0,initial_hire,Poor_24 初始被 Rich_184 雇佣，工资 3.81,False,"Poor_24,Rich_184",,,,3.81,,,
0,initial_hire,Poor_25 初始被 Rich_185 雇佣，工资 3.34,False,"Poor_25,Rich_185",,,,3.34,,,
0,initial_hire,Poor_26 初始被 Rich_186 雇佣，工资 2.94,False,"Poor_26,Rich_186",,,,2.94,,,
0,initial_hire,Poor_27 初始被 Rich_187 雇佣，工资 3.01,False,"Poor_27,Rich_187",,,,3.01,,,
0,initial_hire,Poor_28 初始被 Rich_188 雇佣，工资 3.84,False,"Poor_28,Rich_188",,,,3.84,,,
0,initial_hire,Poor_29 初始被 Rich_189 雇佣，工资 2.39,False,"Poor_29,Rich_189",,,,2.39,,,
0,initial_hire,Poor_30 初始被 Rich_190 雇佣，工资 2.75,False,"Poor_30,Rich_190",,,,2.75,,,
0,initial_hire,Poor_31 初始被 Rich_191 雇佣，工资 3.77,False,"Poor_31,Rich_191",,,,3.77,,,
0,initial_hire,Poor_32 初始被 Rich_192 雇佣，工资 2.20,False,"Poor_32,Rich_192",,,,2.2,,,
0,initial_hire,Poor_33 初始被 Rich_193 雇佣，工资 2.46,False,"Poor_33,Rich_193",,,,2.46,,,
0,initial_hire,Poor_34 初始被 Rich_194 雇佣，工资 3.65,False,"Poor_34,Rich_194",,,,3.65,,,
0,initial_hire,Poor_35 初始被 Rich_195 雇佣，工资 3.35,False,"Poor_35,Rich_195",,,,3.35,,,
0,initial_hire,Poor_36 初始被 Rich_196 雇佣，工资 3.70,False,"Poor_36,Rich_196",,,,3.7,,,
0,initial_hire,Poor_37 初始被 Rich_197 雇佣，工资 3.96,False,"Poor_37,Rich_197",,,,3.96,,,
0,initial_hire,Poor_38 初始被 Rich_198 雇佣，工资 2.56,False,"Poor_38,Rich_198",,,,2.56,,,
0,initial_hire,Poor_39 初始被 Rich_199 雇佣，工资 3.61,False,"Poor_39,Rich_199",,,,3.61,,,
0,initial_hire,Poor_40 初始被 Rich_200 雇佣，工资 2.75,False,"Poor_40,Rich_200",,,,2.75,,,
0,initial_hire,Poor_41 初始被 Rich_181 雇佣，工资 2.09,False,"Poor_41,Rich_181",,,,2.09,,,
0,initial_hire,Poor_42 初始被 Rich_182 雇佣，工资 2.05,False,"Poor_42,Rich_182",,,,2.05,,,
0,initial_hire,Poor_43 初始被 Rich_183 雇佣，工资 3.94,False,"Poor_43,Rich_183",,,,3.94,,,
0,initial_hire,Poor_44 初始被 Rich_184 雇佣，工资 3.68,False,"Poor_44,Rich_184",,,,3.68,,,
0,initial_hire,Poor_45 初始被 Rich_185 雇佣，工资 3.45,False,"Poor_45,Rich_185",,,,3.45,,,
0,initial_hire,Poor_46 初始被 Rich_186 雇佣，工资 3.92,False,"Poor_46,Rich_186",,,,3.92,,,
0,initial_hire,Poor_47 初始被 Rich_187 雇佣，工资 3.10,False,"Poor_47,Rich_187",,,,3.1,,,
0,initial_hire,Poor_48 初始被 Rich_188 雇佣，工资 3.12,False,"Poor_48,Rich_188",,,,3.12,,,
0,initial_hire,Poor_49 初始被 Rich_189 雇佣，工资 3.76,False,"Poor_49,Rich_189",,,,3.76,,,
0,initial_hire,Poor_50 初始被 Rich_190 雇佣，工资 2.81,False,"Poor_50,Rich_190",,,,2.81,,,
0,initial_hire,Poor_51 初始被 Rich_191 雇佣，工资 3.58,False,"Poor_51,Rich_191",,,,3.58,,,
0,initial_hire,Poor_52 初始被 Rich_192 雇佣，工资 3.89,False,"Poor_52,Rich_192",,,,3.89,,,
0,initial_hire,Poor_53 初始被 Rich_193 雇佣，工资 3.00,False,"Poor_53,Rich_193",,,,3.0,,,
0,initial_hire,Poor_54 初始被 Rich_194 雇佣，工资 2.88,False,"Poor_54,Rich_194",,,,2.88,,,
0,initial_hire,Poor_55 初始被 Rich_195 雇佣，工资 2.47,False,"Poor_55,Rich_195",,,,2.47,,,
0,initial_hire,Poor_56 初始被 Rich_196 雇佣，工资 3.02,False,"Poor_56,Rich_196",,,,3.02,,,
0,initial_hire,Poor_57 初始被 Rich_197 雇佣，工资 3.88,False,"Poor_57,Rich_197",,,,3.88,,,
0,initial_hire,Poor_58 初始被 Rich_198 雇佣，工资 2.72,False,"Poor_58,Rich_198",,,,2.72,,,
0,initial_hire,Poor_59 初始被 Rich_199 雇佣，工资 3.23,False,"Poor_59,Rich_199",,,,3.23,,,
0,initial_hire,Poor_60 初始被 Rich_200 雇佣，工资 3.96,False,"Poor_60,Rich_200",,,,3.96,,,
0,initial_hire,Poor_61 初始被 Rich_181 雇佣，工资 2.02,False,"Poor_61,Rich_181",,,,2.02,,,
0,initial_hire,Poor_62 初始被 Rich_182 雇佣，工资 2.65,False,"Poor_62,Rich_182",,,,2.65,,,
0,initial_hire,Poor_63 初始被 Rich_183 雇佣，工资 3.17,False,"Poor_63,Rich_183",,,,3.17,,,
0,initial_hire,Poor_64 初始被 Rich_184 雇佣，工资 3.74,False,"Poor_64,Rich_184",,,,3.74,,,
0,initial_hire,Poor_65 初始被 Rich_185 雇佣，工资 2.94,False,"Poor_65,Rich_185",,,,2.94,,,
0,initial_hire,Poor_66 初始被 Rich_186 雇佣，工资 3.98,False,"Poor_66,Rich_186",,,,3.98,,,
0,initial_hire,Poor_67 初始被 Rich_187 雇佣，工资 2.29,False,"Poor_67,Rich_187",,,,2.29,,,
0,initial_hire,Poor_68 初始被 Rich_188 雇佣，工资 2.11,False,"Poor_68,Rich_188",,,,2.11,,,
0,initial_hire,Poor_69 初始被 Rich_189 雇佣，工资 3.91,False,"Poor_69,Rich_189",,,,3.91,,,
0,initial_hire,Poor_70 初始被 Rich_190 雇佣，工资 2.24,False,"Poor_70,Rich_190",,,,2.24,,,
0,initial_hire,Poor_71 初始被 Rich_191 雇佣，工资 2.66,False,"Poor_71,Rich_191",,,,2.66,,,
0,initial_hire,Poor_72 初始被 Rich_192 雇佣，工资 2.48,False,"Poor_72,Rich_192",,,,2.48,,,
0,initial_hire,Poor_73 初始被 Rich_193 雇佣，工资 3.47,False,"Poor_73,Rich_193",,,,3.47,,,
0,initial_hire,Poor_74 初始被 Rich_194 雇佣，工资 3.52,False,"Poor_74,Rich_194",,,,3.52,,,
0,initial_hire,Poor_75 初始被 Rich_195 雇佣，工资 2.19,False,"Poor_75,Rich_195",,,,2.19,,,
0,initial_hire,Poor_76 初始被 Rich_196 雇佣，工资 2.03,False,"Poor_76,Rich_196",,,,2.03,,,
0,initial_hire,Poor_77 初始被 Rich_197 雇佣，工资 2.11,False,"Poor_77,Rich_197",,,,2.11,,,
0,initial_hire,Poor_78 初始被 Rich_198 雇佣，工资 2.15,False,"Poor_78,Rich_198",,,,2.15,,,
0,initial_hire,Poor_79 初始被 Rich_199 雇佣，工资 2.07,False,"Poor_79,Rich_199",,,,2.07,,,
0,initial_hire,Poor_80 初始被 Rich_200 雇佣，工资 3.56,False,"Poor_80,Rich_200",,,,3.56,,,
0,initial_hire,Poor_81 初始被 Rich_181 雇佣，工资 2.31,False,"Poor_81,Rich_181",,,,2.31,,,
0,initial_hire,Poor_82 初始被 Rich_182 雇佣，工资 3.79,False,"Poor_82,Rich_182",,,,3.79,,,
0,initial_hire,Poor_83 初始被 Rich_183 雇佣，工资 2.77,False,"Poor_83,Rich_183",,,,2.77,,,
0,initial_hire,Poor_84 初始被 Rich_184 雇佣，工资 2.22,False,"Poor_84,Rich_184",,,,2.22,,,
0,initial_hire,Poor_85 初始被 Rich_185 雇佣，工资 2.73,False,"Poor_85,Rich_185",,,,2.73,,,
0,initial_hire,Poor_86 初始被 Rich_186 雇佣，工资 3.59,False,"Poor_86,Rich_186",,,,3.59,,,
0,initial_hire,Poor_87 初始被 Rich_187 雇佣，工资 2.94,False,"Poor_87,Rich_187",,,,2.94,,,
0,initial_hire,Poor_88 初始被 Rich_188 雇佣，工资 2.45,False,"Poor_88,Rich_188",,,,2.45,,,
0,initial_hire,Poor_89 初始被 Rich_189 雇佣，工资 2.40,False,"Poor_89,Rich_189",,,,2.4,,,
0,initial_hire,Poor_90 初始被 Rich_190 雇佣，工资 3.61,False,"Poor_90,Rich_190",,,,3.61,,,
0,initial_hire,Poor_91 初始被 Rich_191 雇佣，工资 3.72,False,"Poor_91,Rich_191",,,,3.72,,,
0,initial_hire,Poor_92 初始被 Rich_192 雇佣，工资 3.46,False,"Poor_92,Rich_192",,,,3.46,,,
0,initial_hire,Poor_93 初始被 Rich_193 雇佣，工资 3.55,False,"Poor_93,Rich_193",,,,3.55,,,
0,initial_hire,Poor_94 初始被 Rich_194 雇佣，工资 2.80,False,"Poor_94,Rich_194",,,,2.8,,,
0,initial_hire,Poor_95 初始被 Rich_195 雇佣，工资 2.86,False,"Poor_95,Rich_195",,,,2.86,,,
0,initial_hire,Poor_96 初始被 Rich_196 雇佣，工资 3.79,False,"Poor_96,Rich_196",,,,3.79,,,
0,initial_hire,Poor_97 初始被 Rich_197 雇佣，工资 2.55,False,"Poor_97,Rich_197",,,,2.55,,,
0,initial_hire,Poor_98 初始被 Rich_198 雇佣，工资 2.98,False,"Poor_98,Rich_198",,,,2.98,,,
0,initial_hire,Poor_99 初始被 Rich_199 雇佣，工资 2.04,False,"Poor_99,Rich_199",,,,2.04,,,
0,initial_hire,Poor_100 初始被 Rich_200 雇佣，工资 2.81,False,"Poor_100,Rich_200",,,,2.81,,,
0,initial_hire,Poor_101 初始被 Rich_181 雇佣，工资 2.46,False,"Poor_101,Rich_181",,,,2.46,,,
0,initial_hire,Poor_102 初始被 Rich_182 雇佣，工资 3.79,False,"Poor_102,Rich_182",,,,3.79,,,
0,initial_hire,Poor_103 初始被 Rich_183 雇佣，工资 2.73,False,"Poor_103,Rich_183",,,,2.73,,,
0,initial_hire,Poor_104 初始被 Rich_184 雇佣，工资 3.04,False,"Poor_104,Rich_184",,,,3.04,,,
0,initial_hire,Poor_105 初始被 Rich_185 雇佣，工资 2.34,False,"Poor_105,Rich_185",,,,2.34,,,
0,initial_hire,Poor_106 初始被 Rich_186 雇佣，工资 2.11,False,"Poor_106,Rich_186",,,,2.11,,,
0,initial_hire,Poor_107 初始被 Rich_187 雇佣，工资 2.88,False,"Poor_107,Rich_187",,,,2.88,,,
0,initial_hire,Poor_108 初始被 Rich_188 雇佣，工资 3.12,False,"Poor_108,Rich_188",,,,3.12,,,
0,initial_hire,Poor_109 初始被 Rich_189 雇佣，工资 2.32,False,"Poor_109,Rich_189",,,,2.32,,,
0,initial_hire,Poor_110 初始被 Rich_190 雇佣，工资 3.62,False,"Poor_110,Rich_190",,,,3.62,,,
0,initial_hire,Poor_111 初始被 Rich_191 雇佣，工资 3.41,False,"Poor_111,Rich_191",,,,3.41,,,
0,initial_hire,Poor_112 初始被 Rich_192 雇佣，工资 2.01,False,"Poor_112,Rich_192",,,,2.01,,,
0,initial_hire,Poor_113 初始被 Rich_193 雇佣，工资 2.44,False,"Poor_113,Rich_193",,,,2.44,,,
0,initial_hire,Poor_114 初始被 Rich_194 雇佣，工资 2.71,False,"Poor_114,Rich_194",,,,2.71,,,
0,initial_hire,Poor_115 初始被 Rich_195 雇佣，工资 3.05,False,"Poor_115,Rich_195",,,,3.05,,,
0,initial_hire,Poor_116 初始被 Rich_196 雇佣，工资 2.81,False,"Poor_116,Rich_196",,,,2.81,,,
0,initial_hire,Poor_117 初始被 Rich_197 雇佣，工资 2.28,False,"Poor_117,Rich_197",,,,2.28,,,
0,initial_hire,Poor_118 初始被 Rich_198 雇佣，工资 2.74,False,"Poor_118,Rich_198",,,,2.74,,,
0,initial_hire,Poor_119 初始被 Rich_199 雇佣，工资 3.55,False,"Poor_119,Rich_199",,,,3.55,,,
0,initial_hire,Poor_120 初始被 Rich_200 雇佣，工资 2.33,False,"Poor_120,Rich_200",,,,2.33,,,
0,initial_hire,Poor_121 初始被 Rich_181 雇佣，工资 2.57,False,"Poor_121,Rich_181",,,,2.57,,,
0,initial_hire,Poor_122 初始被 Rich_182 雇佣，工资 3.01,False,"Poor_122,Rich_182",,,,3.01,,,
0,initial_hire,Poor_123 初始被 Rich_183 雇佣，工资 3.98,False,"Poor_123,Rich_183",,,,3.98,,,
0,initial_hire,Poor_124 初始被 Rich_184 雇佣，工资 3.92,False,"Poor_124,Rich_184",,,,3.92,,,
0,initial_hire,Poor_125 初始被 Rich_185 雇佣，工资 3.76,False,"Poor_125,Rich_185",,,,3.76,,,
0,initial_hire,Poor_126 初始被 Rich_186 雇佣，工资 3.25,False,"Poor_126,Rich_186",,,,3.25,,,
0,initial_hire,Poor_127 初始被 Rich_187 雇佣，工资 3.35,False,"Poor_127,Rich_187",,,,3.35,,,
0,initial_hire,Poor_128 初始被 Rich_188 雇佣，工资 2.74,False,"Poor_128,Rich_188",,,,2.74,,,
0,initial_hire,Poor_129 初始被 Rich_189 雇佣，工资 2.10,False,"Poor_129,Rich_189",,,,2.1,,,
0,initial_hire,Poor_130 初始被 Rich_190 雇佣，工资 3.79,False,"Poor_130,Rich_190",,,,3.79,,,
0,initial_hire,Poor_131 初始被 Rich_191 雇佣，工资 2.00,False,"Poor_131,Rich_191",,,,2.0,,,
0,initial_hire,Poor_132 初始被 Rich_192 雇佣，工资 2.14,False,"Poor_132,Rich_192",,,,2.14,,,
0,initial_hire,Poor_133 初始被 Rich_193 雇佣，工资 2.88,False,"Poor_133,Rich_193",,,,2.88,,,
0,initial_hire,Poor_134 初始被 Rich_194 雇佣，工资 2.09,False,"Poor_134,Rich_194",,,,2.09,,,
0,initial_hire,Poor_135 初始被 Rich_195 雇佣，工资 2.60,False,"Poor_135,Rich_195",,,,2.6,,,
0,initial_hire,Poor_136 初始被 Rich_196 雇佣，工资 2.69,False,"Poor_136,Rich_196",,,,2.69,,,
0,initial_hire,Poor_137 初始被 Rich_197 雇佣，工资 3.81,False,"Poor_137,Rich_197",,,,3.81,,,
0,initial_hire,Poor_138 初始被 Rich_198 雇佣，工资 3.86,False,"Poor_138,Rich_198",,,,3.86,,,
0,initial_hire,Poor_139 初始被 Rich_199 雇佣，工资 2.96,False,"Poor_139,Rich_199",,,,2.96,,,
0,initial_hire,Poor_140 初始被 Rich_200 雇佣，工资 3.47,False,"Poor_140,Rich_200",,,,3.47,,,
0,initial_hire,Poor_141 初始被 Rich_181 雇佣，工资 2.12,False,"Poor_141,Rich_181",,,,2.12,,,
0,initial_hire,Poor_142 初始被 Rich_182 雇佣，工资 2.19,False,"Poor_142,Rich_182",,,,2.19,,,
0,initial_hire,Poor_143 初始被 Rich_183 雇佣，工资 3.15,False,"Poor_143,Rich_183",,,,3.15,,,
0,initial_hire,Poor_144 初始被 Rich_184 雇佣，工资 3.60,False,"Poor_144,Rich_184",,,,3.6,,,
0,initial_hire,Poor_145 初始被 Rich_185 雇佣，工资 3.59,False,"Poor_145,Rich_185",,,,3.59,,,
0,initial_hire,Poor_146 初始被 Rich_186 雇佣，工资 2.62,False,"Poor_146,Rich_186",,,,2.62,,,
0,initial_hire,Poor_147 初始被 Rich_187 雇佣，工资 2.33,False,"Poor_147,Rich_187",,,,2.33,,,
0,initial_hire,Poor_148 初始被 Rich_188 雇佣，工资 2.06,False,"Poor_148,Rich_188",,,,2.06,,,
0,initial_hire,Poor_149 初始被 Rich_189 雇佣，工资 2.22,False,"Poor_149,Rich_189",,,,2.22,,,
0,initial_hire,Poor_150 初始被 Rich_190 雇佣，工资 2.87,False,"Poor_150,Rich_190",,,,2.87,,,
0,initial_hire,Poor_151 初始被 Rich_191 雇佣，工资 3.75,False,"Poor_151,Rich_191",,,,3.75,,,
0,initial_hire,Poor_152 初始被 Rich_192 雇佣，工资 3.29,False,"Poor_152,Rich_192",,,,3.29,,,
0,initial_hire,Poor_153 初始被 Rich_193 雇佣，工资 3.43,False,"Poor_153,Rich_193",,,,3.43,,,
0,initial_hire,Poor_154 初始被 Rich_194 雇佣，工资 3.27,False,"Poor_154,Rich_194",,,,3.27,,,
0,initial_hire,Poor_155 初始被 Rich_195 雇佣，工资 3.02,False,"Poor_155,Rich_195",,,,3.02,,,
0,initial_hire,Poor_156 初始被 Rich_196 雇佣，工资 2.62,False,"Poor_156,Rich_196",,,,2.62,,,
0,initial_hire,Poor_157 初始被 Rich_197 雇佣，工资 3.86,False,"Poor_157,Rich_197",,,,3.86,,,
0,initial_hire,Poor_158 初始被 Rich_198 雇佣，工资 3.44,False,"Poor_158,Rich_198",,,,3.44,,,
0,initial_hire,Poor_159 初始被 Rich_199 雇佣，工资 2.71,False,"Poor_159,Rich_199",,,,2.71,,,
0,initial_hire,Poor_160 初始被 Rich_200 雇佣，工资 2.01,False,"Poor_160,Rich_200",,,,2.01,,,
0,initial_hire,Poor_161 初始被 Rich_181 雇佣，工资 2.41,False,"Poor_161,Rich_181",,,,2.41,,,
0,initial_hire,Poor_162 初始被 Rich_182 雇佣，工资 2.60,False,"Poor_162,Rich_182",,,,2.6,,,
0,initial_hire,Poor_163 初始被 Rich_183 雇佣，工资 2.22,False,"Poor_163,Rich_183",,,,2.22,,,
0,initial_hire,Poor_164 初始被 Rich_184 雇佣，工资 3.21,False,"Poor_164,Rich_184",,,,3.21,,,
0,initial_hire,Poor_165 初始被 Rich_185 雇佣，工资 3.87,False,"Poor_165,Rich_185",,,,3.87,,,
0,initial_hire,Poor_166 初始被 Rich_186 雇佣，工资 2.28,False,"Poor_166,Rich_186",,,,2.28,,,
0,initial_hire,Poor_167 初始被 Rich_187 雇佣，工资 2.05,False,"Poor_167,Rich_187",,,,2.05,,,
0,initial_hire,Poor_168 初始被 Rich_188 雇佣，工资 3.88,False,"Poor_168,Rich_188",,,,3.88,,,
0,initial_hire,Poor_169 初始被 Rich_189 雇佣，工资 2.82,False,"Poor_169,Rich_189",,,,2.82,,,
0,initial_hire,Poor_170 初始被 Rich_190 雇佣，工资 3.65,False,"Poor_170,Rich_190",,,,3.65,,,
0,initial_hire,Poor_171 初始被 Rich_191 雇佣，工资 3.40,False,"Poor_171,Rich_191",,,,3.4,,,
0,initial_hire,Poor_172 初始被 Rich_192 雇佣，工资 2.23,False,"Poor_172,Rich_192",,,,2.23,,,
0,initial_hire,Poor_173 初始被 Rich_193 雇佣，工资 3.52,False,"Poor_173,Rich_193",,,,3.52,,,
0,initial_hire,Poor_174 初始被 Rich_194 雇佣，工资 3.01,False,"Poor_174,Rich_194",,,,3.01,,,
0,initial_hire,Poor_175 初始被 Rich_195 雇佣，工资 2.13,False,"Poor_175,Rich_195",,,,2.13,,,
0,initial_hire,Poor_176 初始被 Rich_196 雇佣，工资 3.12,False,"Poor_176,Rich_196",,,,3.12,,,
0,initial_hire,Poor_177 初始被 Rich_197 雇佣，工资 3.33,False,"Poor_177,Rich_197",,,,3.33,,,
0,initial_hire,Poor_178 初始被 Rich_198 雇佣，工资 3.69,False,"Poor_178,Rich_198",,,,3.69,,,
0,initial_hire,Poor_179 初始被 Rich_199 雇佣，工资 2.31,False,"Poor_179,Rich_199",,,,2.31,,,
0,initial_hire,Poor_180 初始被 Rich_200 雇佣，工资 3.12,False,"Poor_180,Rich_200",,,,3.12,,,
1,step,Step 1 完成,False,,,,,,,,
2,step,Step 2 完成,False,,,,,,,,
3,step,Step 3 完成,False,,,,,,,,
4,step,Step 4 完成,False,,,,,,,,
5,step,Step 5 完成,False,,,,,,,,
6,step,Step 6 完成,False,,,,,,,,
7,step,Step 7 完成,False,,,,,,,,
8,step,Step 8 完成,False,,,,,,,,
9,step,Step 9 完成,False,,,,,,,,
10,step,Step 10 完成,False,,,,,,,,
11,step,Step 11 完成,False,,,,,,,,
12,step,Step 12 完成,False,,,,,,,,
13,step,Step 13 完成,False,,,,,,,,
14,step,Step 14 完成,False,,,,,,,,
15,step,Step 15 完成,False,,,,,,,,
16,step,Step 16 完成,False,,,,,,,,
17,step,Step 17 完成,False,,,,,,,,
18,step,Step 18 完成,False,,,,,,,,
19,step,Step 19 完成,False,,,,,,,,
20,step,Step 20 完成,False,,,,,,,,
21,step,Step 21 完成,False,,,,,,,,
22,step,Step 22 完成,False,,,,,,,,
23,step,Step 23 完成,False,,,,,,,,
24,step,Step 24 完成,False,,,,,,,,
25,step,Step 25 完成,False,,,,,,,,
26,step,Step 26 完成,False,,,,,,,,
27,step,Step 27 完成,False,,,,,,,,
28,step,Step 28 完成,False,,,,,,,,
29,step,Step 29 完成,False,,,,,,,,
30,step,Step 30 完成,False,,,,,,,,
31,step,Step 31 完成,False,,,,,,,,
32,step,Step 32 完成,False,,,,,,,,
33,step,Step 33 完成,False,,,,,,,,
34,step,Step 34 完成,False,,,,,,,,
35,step,Step 35 完成,False,,,,,,,,
36,step,Step 36 完成,False,,,,,,,,
37,step,Step 37 完成,False,,,,,,,,
38,step,Step 38 完成,False,,,,,,,,
39,step,Step 39 完成,False,,,,,,,,
40,step,Step 40 完成,False,,,,,,,,
41,step,Step 41 完成,False,,,,,,,,
42,step,Step 42 完成,False,,,,,,,,
43,step,Step 43 完成,False,,,,,,,,
44,step,Step 44 完成,False,,,,,,,,
45,step,Step 45 完成,False,,,,,,,,
46,step,Step 46 完成,False,,,,,,,,
47,step,Step 47 完成,False,,,,,,,,
48,step,Step 48 完成,False,,,,,,,,
49,step,Step 49 完成,False,,,,,,,,
50,step,Step 50 完成,False,,,,,,,,
