step,type,description,transparency,agents,value,action,reason,wage,worker_id,target_id,source
0,initial_hire,Poor_151 初始被 Rich_191 雇佣，工资 2.05,False,"Poor_151,Rich_191",,,,2.05,,,
0,initial_hire,Poor_152 初始被 Rich_192 雇佣，工资 3.32,False,"Poor_152,Rich_192",,,,3.32,,,
0,initial_hire,Poor_153 初始被 Rich_193 雇佣，工资 2.11,False,"Poor_153,Rich_193",,,,2.11,,,
0,initial_hire,Poor_154 初始被 Rich_194 雇佣，工资 2.55,False,"Poor_154,Rich_194",,,,2.55,,,
0,initial_hire,Poor_155 初始被 Rich_195 雇佣，工资 3.15,False,"Poor_155,Rich_195",,,,3.15,,,
0,initial_hire,Poor_156 初始被 Rich_196 雇佣，工资 2.88,False,"Poor_156,Rich_196",,,,2.88,,,
0,initial_hire,Poor_157 初始被 Rich_197 雇佣，工资 3.44,False,"Poor_157,Rich_197",,,,3.44,,,
0,initial_hire,Poor_158 初始被 Rich_198 雇佣，工资 3.48,False,"Poor_158,Rich_198",,,,3.48,,,
0,initial_hire,Poor_159 初始被 Rich_199 雇佣，工资 3.00,False,"Poor_159,Rich_199",,,,3.0,,,
0,initial_hire,Poor_160 初始被 Rich_200 雇佣，工资 2.98,False,"Poor_160,Rich_200",,,,2.98,,,
0,initial_hire,Poor_161 初始被 Rich_181 雇佣，工资 2.16,False,"Poor_161,Rich_181",,,,2.16,,,
0,initial_hire,Poor_162 初始被 Rich_182 雇佣，工资 3.05,False,"Poor_162,Rich_182",,,,3.05,,,
0,initial_hire,Poor_163 初始被 Rich_183 雇佣，工资 2.83,False,"Poor_163,Rich_183",,,,2.83,,,
0,initial_hire,Poor_164 初始被 Rich_184 雇佣，工资 2.86,False,"Poor_164,Rich_184",,,,2.86,,,
0,initial_hire,Poor_165 初始被 Rich_185 雇佣，工资 3.71,False,"Poor_165,Rich_185",,,,3.71,,,
0,initial_hire,Poor_166 初始被 Rich_186 雇佣，工资 2.59,False,"Poor_166,Rich_186",,,,2.59,,,
0,initial_hire,Poor_167 初始被 Rich_187 雇佣，工资 3.98,False,"Poor_167,Rich_187",,,,3.98,,,
0,initial_hire,Poor_168 初始被 Rich_188 雇佣，工资 2.16,False,"Poor_168,Rich_188",,,,2.16,,,
0,initial_hire,Poor_169 初始被 Rich_189 雇佣，工资 3.57,False,"Poor_169,Rich_189",,,,3.57,,,
0,initial_hire,Poor_170 初始被 Rich_190 雇佣，工资 3.50,False,"Poor_170,Rich_190",,,,3.5,,,
0,initial_hire,Poor_171 初始被 Rich_191 雇佣，工资 3.24,False,"Poor_171,Rich_191",,,,3.24,,,
0,initial_hire,Poor_172 初始被 Rich_192 雇佣，工资 3.68,False,"Poor_172,Rich_192",,,,3.68,,,
0,initial_hire,Poor_173 初始被 Rich_193 雇佣，工资 2.46,False,"Poor_173,Rich_193",,,,2.46,,,
0,initial_hire,Poor_174 初始被 Rich_194 雇佣，工资 2.67,False,"Poor_174,Rich_194",,,,2.67,,,
0,initial_hire,Poor_175 初始被 Rich_195 雇佣，工资 2.38,False,"Poor_175,Rich_195",,,,2.38,,,
0,initial_hire,Poor_176 初始被 Rich_196 雇佣，工资 2.85,False,"Poor_176,Rich_196",,,,2.85,,,
0,initial_hire,Poor_177 初始被 Rich_197 雇佣，工资 3.05,False,"Poor_177,Rich_197",,,,3.05,,,
0,initial_hire,Poor_178 初始被 Rich_198 雇佣，工资 2.36,False,"Poor_178,Rich_198",,,,2.36,,,
0,initial_hire,Poor_179 初始被 Rich_199 雇佣，工资 2.61,False,"Poor_179,Rich_199",,,,2.61,,,
0,initial_hire,Poor_180 初始被 Rich_200 雇佣，工资 3.74,False,"Poor_180,Rich_200",,,,3.74,,,
1,step,Step 1 完成,False,,,,,,,,
2,step,Step 2 完成,False,,,,,,,,
3,step,Step 3 完成,False,,,,,,,,
4,step,Step 4 完成,False,,,,,,,,
5,step,Step 5 完成,False,,,,,,,,
6,step,Step 6 完成,False,,,,,,,,
7,step,Step 7 完成,False,,,,,,,,
8,step,Step 8 完成,False,,,,,,,,
9,step,Step 9 完成,False,,,,,,,,
10,step,Step 10 完成,False,,,,,,,,
11,step,Step 11 完成,False,,,,,,,,
12,step,Step 12 完成,False,,,,,,,,
13,step,Step 13 完成,False,,,,,,,,
14,step,Step 14 完成,False,,,,,,,,
15,step,Step 15 完成,False,,,,,,,,
16,step,Step 16 完成,False,,,,,,,,
17,step,Step 17 完成,False,,,,,,,,
18,step,Step 18 完成,False,,,,,,,,
19,step,Step 19 完成,False,,,,,,,,
20,step,Step 20 完成,False,,,,,,,,
21,step,Step 21 完成,False,,,,,,,,
22,step,Step 22 完成,False,,,,,,,,
23,step,Step 23 完成,False,,,,,,,,
24,step,Step 24 完成,False,,,,,,,,
25,step,Step 25 完成,False,,,,,,,,
26,step,Step 26 完成,False,,,,,,,,
27,step,Step 27 完成,False,,,,,,,,
28,step,Step 28 完成,False,,,,,,,,
29,step,Step 29 完成,False,,,,,,,,
30,step,Step 30 完成,False,,,,,,,,
31,step,Step 31 完成,False,,,,,,,,
32,step,Step 32 完成,False,,,,,,,,
33,step,Step 33 完成,False,,,,,,,,
34,step,Step 34 完成,False,,,,,,,,
35,step,Step 35 完成,False,,,,,,,,
36,step,Step 36 完成,False,,,,,,,,
37,step,Step 37 完成,False,,,,,,,,
38,step,Step 38 完成,False,,,,,,,,
39,step,Step 39 完成,False,,,,,,,,
40,step,Step 40 完成,False,,,,,,,,
41,step,Step 41 完成,False,,,,,,,,
42,step,Step 42 完成,False,,,,,,,,
43,step,Step 43 完成,False,,,,,,,,
44,step,Step 44 完成,False,,,,,,,,
45,step,Step 45 完成,False,,,,,,,,
46,step,Step 46 完成,False,,,,,,,,
47,step,Step 47 完成,False,,,,,,,,
48,step,Step 48 完成,False,,,,,,,,
49,step,Step 49 完成,False,,,,,,,,
50,step,Step 50 完成,False,,,,,,,,
